PMID,title,Authors,Citation,First Author,Journal/Book,year,Create Date,PMCID,NIHMS ID,doi,abstract
16911278,Heterogeneity of fluorescence in psoriasis after application of 5-aminolaevulinic acid: an immunohistochemical study,"Kleinpenning MM, Smits T, Ewalds E, van Erp PE, van de Kerkhof PC, Gerritsen MJ.",Br J Dermatol. 2006 Sep;155(3):539-45. doi: 10.1111/j.1365-2133.2006.07341.x.,Kleinpenning MM,Br J Dermatol,2006,2006/08/17,,,10.1111/j.1365-2133.2006.07341.x,"BACKGROUND: Psoriasis has been shown to highly accumulate protoporphyrin IX (PpIX), but a variable distribution within plaques after fluorescence diagnosis is seen. It is unknown what causes this heterogeneity of fluorescence in psoriatic skin, despite adequate keratolytic treatment. Variations in fluorescence might explain the variable and the mostly partial clinical response of psoriasis seen after photodynamic therapy (PDT). OBJECTIVES: This study examines morphological and immunohistochemical differences in inhomogeneous PpIX-induced fluorescence in stable plaque psoriasis. MATERIALS AND METHODS: Fourteen patients with stable plaque psoriasis were included in this study. In each patient one psoriatic plaque was incubated with 20% 5-aminolaevulinic acid (ALA) ointment for 3 h after keratolytic treatment. Fluorescence diagnosis with ALA-induced porphyrins (FDAP) was performed and subsequently high- and low-fluorescent psoriatic skin samples were biopsied. Biopsies were investigated with respect to histological hyperkeratosis (thickness of stratum corneum), proliferation (Ki-67 antigen), keratinization (K10, filaggrin) and inflammation (CD3). Digital images acquired with FDAP were analysed using image analysis software. RESULTS: Inhomogeneous fluorescence was seen in 12 of the 14 plaques. A significantly thicker stratum corneum was found in low-fluorescent psoriatic skin compared with highly fluorescent skin. Fluorescence intensity and thickness of the stratum corneum proved to be negatively correlated. The variable-fluorescent parts of the lesional psoriatic skin showed no differences in epidermal proliferation, keratinization or inflammation. CONCLUSIONS: Heterogeneous ALA-induced fluorescence in psoriasis plaques related to inhomogeneous distribution of PpIX in the epidermis may result from differences in penetration of ALA and/or light within a plaque caused by differences in stratum corneum thickness. The variable clinical response seen after PDT in psoriasis could be explained by this. These findings are consistent with the general assumption that optimal desquamation prior to FDAP or PDT is required for the most favourable results."
16971600,Magnocellular and parvocellular visual pathways have different blood oxygen level-dependent signal time courses in human primary visual cortex,"Liu CS, Bryan RN, Miki A, Woo JH, Liu GT, Elliott MA.",AJNR Am J Neuroradiol. 2006 Sep;27(8):1628-34.,Liu CS,AJNR Am J Neuroradiol,2006,2006/09/15,PMC8139756,,,"PURPOSE: The magnocellular and parvocellular pathways (M and P pathways) are the major pathways of the visual system, with distinct histologic and physiologic properties that may also have different metabolic characteristics. We hypothesize that the differences of the 2 visual pathways would also manifest as differences in the signal time course of blood oxygen level-dependent functional MR imaging (BOLD fMRI). The differences in BOLD signal time course may provide insight into the metabolic requirements of the 2 pathways. METHODS: Eleven fMRI sessions on 6 subjects were performed using stimuli that preferentially activated the 2 pathways. Regions commonly activated by both the M and P stimuli in the primary visual cortex (V1) were determined, and the contrast elicited by the stimulus, time-to-peak (TTP), and the full width at half maximum (FWHM) of the BOLD signal time course were measured. RESULTS: The functional stimuli activated cortical regions described previously in the literature, such as V1, V4, and V5. Within V1, the TTP of the signal time course of the 2 stimuli were statistically different, with the P stimulus generating TTPs that were on average 12% faster than the M stimulus (P = .0037). CONCLUSION: We have demonstrated the ability to functionally differentiate the M and P stimuli in a commonly activated anatomic region. Because the BOLD response is dependent on the ratio of oxyhemoglobin and deoxyhemoglobin in the blood, the difference in the BOLD time course between the 2 stimuli suggests that the oxygen demand of the 2 pathways may be different."
16271803,BioVision: an application for the automated image analysis of histological sections,"Chubb C, Inagaki Y, Sheu P, Cummings B, Wasserman A, Head E, Cotman C.",Neurobiol Aging. 2006 Oct;27(10):1462-76. doi: 10.1016/j.neurobiolaging.2005.08.023. Epub 2005 Nov 4.,Chubb C,Neurobiol Aging,2006,2005/11/08,,,10.1016/j.neurobiolaging.2005.08.023,"We describe a computer application, ""BioVision"", that can be trained to quickly and effectively classify and quantify user definable histological objects (e.g., senile plaques, neurofibrillary tangles) within single or double-labeled immunocytochemically stained sections. For a given image population, BioVision is interactively trained (in Independent User Mode) by an investigator to perform the desired classifications. This training yields a statistical model of the different types of objects occurring in the target image population. The resulting model can then be used (in Automated User Mode) to classify all objects in any image or images from the target population. BioVision simplifies the quantification of complex visual objects and improves inter-rater reliability. The program accomplishes classification in two major stages: pixel classification and blob classification. In pixel classification, each pixel is assigned to one of some number of substance classes, based on its chromatic properties and local context, reflecting basic histological distinctions of interest. In the blob classification phase, the image's pixels are first partitioned into ""blobs"": maximal connected sets of pixels assigned to the same substance class. Then, based on its size, shape, textural and contextual properties, each blob is assigned to a histological object class. A Bayesian classifier is used in each of the pixel and blob classification stages. We report several tests of BioVision. First, we applied BioVision to classify senile plaques and neurofibrillary tangles in several test cases of Alzheimer's brain immunostained for beta-amyloid and PHF-tau and compared the results to those produced by experienced investigators. BioVision was trained to classify Plaque-type blobs as either plaques or plaque-type nonentities, and tangle-type blobs as either tangles or tangle-type nonentities. BioVision classified the objects with an accuracy comparable to the trained investigator. Next, we applied BioVision to the task of counting all the tangles in hippocampal images from 22 Alzheimer's disease (AD) cases selected to span a broad range of dementia levels from the tissue repository of UC Irvine's Center for the study of Brain Aging and Dementia. The tangle counts produced by BioVision proved to be significantly better predictors of the cases' adjusted MMSE scores than any of tangle load, age at death, post mortem interval or the interval between the last MMSE score and death."
17033945,Transcutaneous contrast enhanced sonography of the chest for evaluation of pleural based pulmonary lesions: experience in 137 patients,"Görg C, Bert T, Kring R, Dempfle A.",Ultraschall Med. 2006 Oct;27(5):437-44. doi: 10.1055/s-2006-927021.,Görg C,Ultraschall Med,2006,2006/10/13,,,10.1055/s-2006-927021,"PURPOSE: Transcutaneous ultrasound enables visualization of pleural based lesions but with a poor correlation to specific pathology. Ultrasound contrast agents in conjunction with contrast specific imaging techniques are increasingly accepted in clinical use. Up to date there are no data about the use of contrast enhanced sonography (CES) in a large series of pleural based pulmonary lesions. MATERIALS AND METHODS: From August 2004 to August 2005, 137 consecutive patients with pleural based pulmonary lesions on B-mode sonography were studied by CES using a transcapillary second-generation contrast agent (SonoVue(R)). The following CES parameters were retrospectively evaluated. Time to enhancement (TE) of contrast agent after i. v. application was determined and classified as short TE (< = 6 sec) vs. delayed TE (> 6 sec). Extent of enhancement (EE) was evaluated during the arterial phase (2 - 30 sec) and the parenchymal phase (1 - 5 minutes) by using the normal splenic tissue as an in vivo reference, and classified in reduced EE (anechoic/hypoechoic) vs. marked EE (isoechoic/hyperechoic) during both phases. Homogeneity of enhancement (HE) was classified as homogeneous vs. inhomogeneous. 60 patients had histologically confirmed malignant lesions due to central lung cancer (n = 31), and peripheral malignant lesions (n = 29). 77 patients had benign pleural based lesions including pneumonia (n = 32), pulmonary embolism (n = 20), compression atelectasis (17), and other benign pleural based lesions (n = 8). RESULTS: Malignant and benign lesions did not vary significantly regarding TE, EE, and HE. However, there were highly significant differences in the ratio of short vs. delayed TE and reduced vs. marked EE between the six disease groups. Characteristic patterns were short TE with marked EE in all compression atelectasis cases and in 62 % of patients with pneumonia. Delayed TE and reduced EE was seen in all patients with pulmonary embolism and in 62 % of patients with peripheral malignant lesions. Central lung cancer and benign nodules did not present with such specific patterns. No significant differences in HE were seen between subgroups. CONCLUSION: Pulmonary lesions are characterized by different CES-patterns of arterial supply as evidenced by TE and EE which depends on underlying causes, but CES does not allow to distinguish benign from malignant pleural based lesions in general."
17041192,Critical comparison of 31 commercially available digital slide systems in pathology,"Rojo MG, García GB, Mateos CP, García JG, Vicente MC.",Int J Surg Pathol. 2006 Oct;14(4):285-305. doi: 10.1177/1066896906292274.,Rojo MG,Int J Surg Pathol,2006,2006/10/17,,,10.1177/1066896906292274,"Advances in new technologies for complete slide digitization in pathology have allowed the appearance of a wide spectrum of technologic solutions for whole-slide scanning, which have been classified into motorized microscopes and scanners. This article describes technical aspects of 31 different digital microscopy systems. The most relevant characteristics of the scanning devices are described, including the cameras used, the speed of digitization, and the image quality. Other aspects, such as the file format, the compression techniques, and the solutions for visualization of digital slides, (including diagnosis-aided tools) are also considered. Most of the systems evaluated allow a high-resolution digitization of the whole slide within about 1 hour using a x40 objective. The image quality of the current virtual microscopy systems is suitable for clinical, educational, and research purposes. The efficient use of digital microscopy by means of image analysis systems can offer important benefits to pathology departments."
17052346,Postoperative IMRT in head and neck cancer,"Studer G, Furrer K, Davis BJ, Stoeckli SS, Zwahlen RA, Luetolf UM, Glanzmann C.",Radiat Oncol. 2006 Oct 19;1:40. doi: 10.1186/1748-717X-1-40.,Studer G,Radiat Oncol,2006,2006/10/21,PMC1626476,,10.1186/1748-717X-1-40,"BACKGROUND: Aim of this work was to assess loco-regional disease control in head and neck cancer (HNC) patients treated with postoperative intensity modulated radiation therapy (pIMRT). For comparative purposes, risk features of our series have been analysed with respect to histopathologic adverse factors. Results were compared with an own historic conventional radiation (3DCRT) series, and with 3DCRT and pIMRT data from other centres.Between January 2002 and August 2006, 71 patients were consecutively treated with pIMRT for a squamous cell carcinoma (SCC) of the oropharynx (32), oral cavity (22), hypopharynx (7), larynx (6), paranasal sinus (3), and an unknown primary, respectively. Mean and median follow up was 19 months (2-48), and 17.6 months. 83% were treated with IMRT-chemotherapy. Mean prescribed dose was 66.3 Gy (60-70), delivered with doses per fraction of 2-2.3 Gy, respectively. RESULTS: 2-year local, nodal, and distant control rates were 95%, 91%, and 96%, disease free and overall survival 90% and 83%, respectively. The corresponding survival rates for the subgroup of patients with a follow up time >12 months (n = 43) were 98%, 95%, 98%, 93%, and 88%, respectively. Distribution according to histopathologic risk features revealed 15% and 85% patients with intermediate and high risk, respectively. All loco-regional events occurred in the high risk subgroup. CONCLUSION: Surgery followed by postoperative IMRT in patients with substantial risk for recurrence resulted in high loco-regional tumor control rates compared with large prospective 3DCRT trials."
17019027,Design and characterization of a digital image acquisition system for whole-specimen breast histopathology,"Clarke GM, Peressotti C, Mawdsley GE, Yaffe MJ.",Phys Med Biol. 2006 Oct 21;51(20):5089-103. doi: 10.1088/0031-9155/51/20/002. Epub 2006 Sep 22.,Clarke GM,Phys Med Biol,2006,2006/10/05,,,10.1088/0031-9155/51/20/002,"We have developed a digital histopathology imaging system capable of producing a three-dimensional (3D) representation of histopathology from an entire lumpectomy specimen. The system has the potential to improve the accuracy of surgical margin assessment in the treatment of breast cancer by providing finer sampling and 3D visualization. A scanning light microscope was modified to allow digital photomicrography of a stack of large (up to 120x170 mm2) histology slides cut serially through the entire specimen. The images are registered and displayed in 2D and 3D. The design of the system, which reduces or eliminates the appearance of 'tiling' and 'seam' artefacts inherent in the scanning method, is described and its resolution, contrast/noise and coverage properties are characterized through measurements of the modulation transfer function (MTF), depth of field (DOF) and signal difference to noise ratio (SDNR). The imaging task requires a lateral resolution of 5 microm, an SDNR of 5 between relevant features, 'tiling artefact' at a level below the detectability threshold of the eye, and 'seam artefact' of less than 5-10 microm. The tests demonstrate that the system is largely adequate for the imaging task, although further optimizations are required to reduce the degradation of coverage incurred by seam artefact."
16207487,Simulating chemotherapeutic schemes in the individualized treatment context: the paradigm of glioblastoma multiforme treated by temozolomide in vivo,"Stamatakos GS, Antipas VP, Uzunoglu NK.",Comput Biol Med. 2006 Nov;36(11):1216-34. doi: 10.1016/j.compbiomed.2005.06.002. Epub 2005 Oct 3.,Stamatakos GS,Comput Biol Med,2006,2005/10/07,,,10.1016/j.compbiomed.2005.06.002,"A novel patient individualized, spatiotemporal Monte Carlo simulation model of tumor response to chemotherapeutic schemes in vivo is presented. Treatment of glioblastoma multiforme by temozolomide is considered as a paradigm. The model is based on the patient's imaging, histopathologic and genetic data. A discretization mesh is superimposed upon the anatomical region of interest and within each geometrical cell of the mesh the most prominent biological ""laws"" (cell cycling, apoptosis, etc.) in conjunction with pharmacokinetics and pharmacodynamics information are applied. A good qualitative agreement of the model's predictions with clinical experience supports the applicability of the approach to chemotherapy optimization."
17039470,Hair morphology and anthropological applications,"Guilbeau-Frugier C, Blanc A, Crubezy E, Delisle MB, Rouge D, Telmon N.",Am J Hum Biol. 2006 Nov-Dec;18(6):861-4. doi: 10.1002/ajhb.20568.,Guilbeau-Frugier C,Am J Hum Biol,2006,2006/10/14,,,10.1002/ajhb.20568,"The histological study of hair has a long history, dating from the 19th century. We obtained a collection of hair taken from people of known geographic origin. We analyzed these samples according to their transversal cut shape index, derived from computerized image-processing. We noted statistically significant variation according to the geographic origin of subjects. This morphological variation may reflect genetic distance. This reliable, quick, and cheap technique could be used in other existing anthropological material for which DNA analysis is usually difficult."
17212529,Evaluation of dermal thermal damage by multiphoton autofluorescence and second-harmonic-generation microscopy,"Lin MG, Yang TL, Chiang CT, Kao HC, Lee JN, Lo W, Jee SH, Chen YF, Dong CY, Lin SJ.",J Biomed Opt. 2006 Nov-Dec;11(6):064006. doi: 10.1117/1.2405347.,Lin MG,J Biomed Opt,2006,2007/01/11,,,10.1117/1.2405347,"We attempt to characterize the degree of skin thermal damage by using multiphoton microscopy to characterize dermal thermal damage. Our results show that dermal collagen and elastic fibers display different susceptibility to thermal injury. Morphologically, dermal collagen starts to denature at 60 degrees C while fracture and aggregation of elastic fibers do not occur until 65 degrees C. With increasing temperatures, the structures of both elastic and collagen fibers deteriorate. While second-harmonic-generation (SHG) imaging is helpful in identifying the denaturation temperature of collagen, autofluorescence (AF) imaging can help to identify the structural alternations of tissue at higher temperatures when SHG signals have decayed. We also employ a ratiometric approach based on the AF-to-SHG index of dermis (ASID) to characterize the degree of dermal thermal damage. Use of the ASID index can bypass the difficulty in analyzing inhomogeneous dermal fibers and show that dermal collagen starts to denature at 60 degrees C. Our results suggest that with additional developments, multiphoton microscopy has potential to be developed into an effective in vivo imaging technique to monitor and characterize dermal thermal damage."
16832582,Microplate cell-retaining methodology for high-content analysis of individual non-adherent unanchored cells in a population,"Deutsch A, Zurgil N, Hurevich I, Shafran Y, Afrimzon E, Lebovich P, Deutsch M.",Biomed Microdevices. 2006 Dec;8(4):361-74. doi: 10.1007/s10544-006-9143-y.,Deutsch A,Biomed Microdevices,2006,2006/07/13,,,10.1007/s10544-006-9143-y,"A high throughput Microtiter plate Cell Retainer (MCR) has been developed to enable, for the first time, high-content, time-dependent analysis of the same single non-adherent and non-anchored cells in a large cell population, while bio-manipulating the cells. The identity of each cell in the investigated population is secured, even during bio-manipulation, by cell retention in a specially designed concave microlens, acting as a picoliter well (PW). The MCR technique combines micro-optical features and microtiter plate methodology. The array of PWs serves as the bottom of a microtiter plate, fitted with a unique flow damper element. The latter enables rapid fluid exchange without dislodging the cells from their original PWs, thus maintaining the cells' identity. Loading cell suspensions and reagents into the MCR is performed by simple pouring, followed by gravitational sedimentation and settling of cells into the PWs. Cell viability and cell division within the MCR were shown to be similar to those obtained under similar conditions in a standard microtiter plate. The efficiency of single cell occupancy in the MCR exceeded 90%. No cell dislodging was observed when comparing images before and after bio-manipulations (rinsing, staining, etc.). The MCR permits the performance of kinetic measurements on an individual cell basis. Data acquisition is governed by software, controlling microscope performance, stage position and image acquisition and analysis. The PW's unique micro-optical features enable rapid, simultaneous signal analysis of each individual cell, bypassing lengthy image analysis."
17085203,Detrusor quantitative morphometry in obstructed males and controls,"Collado A, Batista E, Gelabert-Más A, Corominas JM, Arañó P, Villavicencio H.",J Urol. 2006 Dec;176(6 Pt 1):2722-8. doi: 10.1016/j.juro.2006.07.131.,Collado A,J Urol,2006,2006/11/07,,,10.1016/j.juro.2006.07.131,"PURPOSE: We studied the usefulness of computer assisted morphometry for measuring detrusor muscle cell diameter and the connective tissue-to-smooth muscle ratio in patients with bladder outlet obstruction, acute urinary retention and a nonobstructed control group. MATERIALS AND METHODS: A prospective study was done in patients with bladder outlet obstruction undergoing transurethral prostate resection. Patients were divided into 33 with obstruction and 14 in acute urinary retention. A total of 15 males without obstruction undergoing transurethral prostate resection for bladder tumor formed the control group. Detrusor specimens were obtained during transurethral prostate resection. Detrusor muscle cell diameter was measured using light microscopy and a semiautomatic image analysis system. The connective tissue-to-smooth muscle ratio was automatically determined with computer assisted image analysis. Symptoms and urodynamic assessment were performed preoperatively and 6 months postoperatively. RESULTS: A total of 62 patients were included. The obstruction and acute urinary retention groups had a statistically higher detrusor muscle cell diameter and more fibrosis than the control group. Patients in acute urinary retention had more intrafascicular fibrosis (higher connective tissue-to-smooth muscle ratio at 40x magnification) than patients with obstruction. There were no differences in detrusor muscle cell diameter or interfascicular fibrosis (connective tissue-to-smooth muscle ratio at 10x magnification) between the obstruction and acute urinary retention groups. Detrusor muscle cell diameter correlated with symptom duration and functional recovery after transurethral prostate resection. Detrusor fibrosis correlated with preoperative detrusor pressure at maximum flow and postoperative compliance. Patients in acute urinary retention had fewer symptoms and higher residual volume. Other urodynamic parameters and their improvement after surgery were similar in the acute urinary retention and obstruction groups. CONCLUSIONS: Morphometric differences in detrusor muscle cell diameter and the connective tissue-to-smooth muscle ratio were observed between controls and patients with obstruction. There is an increase in detrusor muscle cell diameter and fibrosis in bladder outlet obstruction and more intense intrafascicular collagen deposition in patients in acute urinary retention."
17122110,Multiphoton fluorescence and second harmonic generation imaging of the structural alterations in keratoconus ex vivo,"Tan HY, Sun Y, Lo W, Lin SJ, Hsiao CH, Chen YF, Huang SC, Lin WC, Jee SH, Yu HS, Dong CY.",Invest Ophthalmol Vis Sci. 2006 Dec;47(12):5251-9. doi: 10.1167/iovs.06-0386.,Tan HY,Invest Ophthalmol Vis Sci,2006,2006/11/24,,,10.1167/iovs.06-0386,PURPOSE: To demonstrate the application of multiphoton fluorescence (MF) and second harmonic generation (SHG) microscopy for ex vivo characterization of the structural alterations of human corneas due to keratoconus. METHODS: Buttons of keratoconic corneas derived from penetrating keratoplasty were sent for structural analysis with a custom-built multiphoton microscope. Fluorescence detected within the cytoplasm and the SHG signal obtained from collagen were used to demonstrate the morphologic changes in the corneal specimens. RESULTS: The fluorescent epithelial cells around the apical area were elongated and were aligned parallel to the adjacent collagen fibers. Parallel and centripetal distribution patterns of stromal collagen bundles were demonstrated at different depths within the keratoconic corneas. CONCLUSIONS: MF and SHG microscopy provides three-dimensional structural analysis of keratoconus ex vivo. It may provide important morphologic information for the investigation of the pathogenesis of keratoconus and may have potential in a clinical setting as an in vivo diagnostic and monitoring system for advancing keratoconus.
17110761,Optical devices used for image analysis of pigmented skin lesions: a proposal for quality assurance protocol using tissue-like phantoms,"Lualdi M, Colombo A, Carrara M, Scienza L, Tomatis S, Marchesini R.",Phys Med Biol. 2006 Dec 7;51(23):N429-40. doi: 10.1088/0031-9155/51/23/N05. Epub 2006 Nov 15.,Lualdi M,Phys Med Biol,2006,2006/11/18,,,10.1088/0031-9155/51/23/N05,"Different technological tools have been developed to aid in the diagnosis of pigmented skin lesions, including cameras working with conventional RGB colour systems, epiluminescence microscopy and spectrophotometric methods using visible and near infrared wavelengths. All the different procedures should provide in an objective and reproducible fashion quantitative measurements of the colour and shape features of a given skin mole. At present, many devices have been introduced in experimental stages for clinical diagnosis, mainly used to provide to the clinicians an objective, computer-assisted second opinion. As for any diagnostic instruments, optical devices should also be subjected to a dedicated quality assurance protocol in order to evaluate the response repeatability of each device (intra-instrument agreement) and to check the accordance among the responses of different devices (inter-instrument agreement). The aim of this study was to design a quality assurance protocol for optical devices dedicated to image analysis of pigmented skin lesions and, in case, to detect cutaneous melanoma by using suitable tissue-like phantoms as standard references that enable testing of both hardware and software components. As an example, we report the results of intra-instrument and inter-instrument agreement when the protocol was applied on a series of 30 SpectroShade instruments, a novel optical device based on multi-spectral image analysis of colour and shape features of pigmented skin lesion."
16872653,Intravascular two-dimensional tissue strain imaging,"Saijo Y, Tanaka A, Iwamoto T, dos Santos Filho E, Yoshizawa M, Hirosaka A, Kijima M, Akino Y, Hanadate Y, Yambe T.",Ultrasonics. 2006 Dec 22;44 Suppl 1:e147-51. doi: 10.1016/j.ultras.2006.06.049. Epub 2006 Jul 5.,Saijo Y,Ultrasonics,2006,2006/07/29,,,10.1016/j.ultras.2006.06.049,"Our goal is to achieve the precise quantitative imaging of tissue elasticity in clinical settings. In the present study, we measured basic ultrasonic characteristics of atherosclerosis by two-dimensional (2D) intravascular tissue velocity imaging. Radio-frequency (RF) signal from a clinically used IVUS apparatus was digitized at 500 MSa/s and stored in a workstation. First, the correlation coefficient between two consecutive frames was calculated in the rotational direction and the rotational disuniformity was corrected to obtain the maximum correlation coefficient. Then, the polar coordinate images were converted into rectangular coordinate images and the images were divided into 64 by 64 square shaped regions of interest (ROIs). The correlation and displacement of the ROIs between the consecutive two frames were calculated by template matching method. Two-dimensional tissue velocity was defined as the vectors of displacement of ROI with 0.7 and more correlation. IVUS studies were performed in directional coronary atherectomy (DCA) procedures. The specimens excised by DCA were stained with Elastica-Masson's trichrome staining and CD68 immunochemical staining. Eleven cases (including two no re-flow cases and one perforation case) were intraoperatively observed by IVUS and the specimens obtained by DCA were observed by optical microscopy. The specimen from homogeneous 2D strain was collagen dominant fibrosis and the specimen from a lesion with complex vectors contained CD68 positive cells and degenerated collagen fibers, which indicated the plaque was vulnerable."
16430952,Modeling the investment casting of a titanium crown,"Atwood RC, Lee PD, Curtis RV, Maijer DM.",Dent Mater. 2007 Jan;23(1):60-70. doi: 10.1016/j.dental.2005.12.001. Epub 2006 Jan 18.,Atwood RC,Dent Mater,2007,2006/01/25,,,10.1016/j.dental.2005.12.001,"OBJECTIVE: The objective of this study was to apply computational modeling tools to assist in the design of titanium dental castings. The tools developed should incorporate state-of-the-art micromodels to predict the depth to which the mechanical properties of the crown are affected by contamination from the mold. The model should also be validated by comparison of macro- and micro-defects found in a typical investment cast titanium tooth crown. METHODS: Crowns were hand-waxed and investment cast in commercial purity grade 1 (CP-1) titanium by a commercial dental laboratory. The castings were analyzed using X-ray microtomography (XMT). Following sectioning, analysis continued with optical and scanning electron microscopy, and microhardness testing. An in-house cellular-automata solidification and finite-difference diffusion program was coupled with a commercial casting program to model the investment casting process. A three-dimensional (3D) digital image generated by X-ray tomography was used to generate an accurate geometric representation of a molar crown casting. Previously reported work was significantly expanded upon by including transport of dissolved oxygen and impurity sources upon the arbitrarily shaped surface of the crown, and improved coupling of micro- and macro-scale simulations. RESULTS: Macroscale modeling was found to be sufficient to accurately predict the location of the large internal porosity. These are shrinkage pores located in the thick sections of the cusp. The model was used to determine the influence of sprue design on the size and location of these pores. Combining microscale with macroscale modeling allowed the microstructure and depth of contamination to be predicted qualitatively. This combined model predicted a surprising result--the dissolution of silicon from the mold into the molten titanium is sufficient to depress the freezing point of the liquid metal such that the crown solidifies the subsurface. Solidification then progresses inwards and back out to the surface through the silicon-enriched near-surface layer. The microstructure and compositional analysis of the near-surface region are consistent with this prediction. SIGNIFICANCE: A multiscale model was developed and validated, which can be used to design CP-Ti dental castings to minimize both macro- and micro-defects, including shrinkage porosity, grain size and the extent of surface contamination due to reaction with the mold material. The model predicted the surprising result that the extent of Si contamination from the mold was sufficient to suppress the liquidus temperature to the extent that the surface (to a depth of approximately 100 microm) of the casting solidifies after the bulk. This significantly increases the oxygen pickup, thereby increasing the depth of formation of alpha casing. The trend towards mold materials with reduced Si in order to produce easier-to-finish titanium castings is a correct approach."
16698955,Examination of peripheral blood films using automated microscopy; evaluation of Diffmaster Octavia and Cellavision DM96,"Ceelie H, Dinkelaar RB, van Gelder W.",J Clin Pathol. 2007 Jan;60(1):72-9. doi: 10.1136/jcp.2005.035402. Epub 2006 May 12.,Ceelie H,J Clin Pathol,2007,2006/05/16,PMC1860603,,10.1136/jcp.2005.035402,"BACKGROUND: Differential counting of peripheral blood cells is an important diagnostic tool. Yet, this technique requires highly trained staff, is labour intensive and has limited statistical reliability. A recent development in this field was the introduction of automated peripheral blood differential counting systems. These computerised systems provide an automated morphological analysis of peripheral blood films, including a preclassification of both red and white cells (RBCs and WBCs, respectively). AIMS: To investigate the ability of two automated microscopy systems to examine peripheral blood smears. METHODS: Two automated microscopy systems, the Cellavision Diffmaster Octavia (Octavia) and Cellavision DM96 (DM96), were evaluated. RESULTS: The overall preclassification accuracy values for the Octavia and the DM96 systems were 87% and 92%, respectively. Evaluation of accuracy (WBC analysis) showed good correlation for both automated systems when compared with manual differentiation. Total analysis time (including post classification) was 5.4 min/slide for the Octavia and 3.2 min/slide for the DM96 (100 WBC/slide) system. The DM96 required even less time than manual differentiation by an experienced biomedical scientist. CONCLUSIONS: The Octavia and the DM96 are automated cell analysis systems capable of morphological classification of RBCs and WBCs in peripheral blood smears. Classification accuracy depends on the type of pathological changes in the blood sample. Both systems operate most effectively in the analysis of non-pathological blood samples."
17030132,How accurately can the parameters from a model of anisotropic 3He gas diffusion in lung acinar airways be estimated? Bayesian view,"Sukstanskii AL, Bretthorst GL, Chang YV, Conradi MS, Yablonskiy DA.",J Magn Reson. 2007 Jan;184(1):62-71. doi: 10.1016/j.jmr.2006.09.019. Epub 2006 Oct 9.,Sukstanskii AL,J Magn Reson,2007,2006/10/13,PMC1994932,NIHMS17254,10.1016/j.jmr.2006.09.019,"In the framework of a recently proposed method for in vivo lung morphometry, acinar lung airways are considered as a set of randomly oriented cylinders covered by alveolar sleeves. Diffusion of (3)He in each airway is anisotropic and can be described by distinct longitudinal and transverse diffusion coefficients. This macroscopically isotropic but microscopically anisotropic model allows estimation of these diffusion coefficients from multi b-value MR experiments despite the airways being too small to be resolved by direct imaging. Herein a Bayesian approach is used for analyzing the uncertainties in the model parameter estimates. The approach allows evaluation of relative errors of the parameter estimates as functions of the ""true"" values of the parameters, the signal-to-noise ratio, the maximum b-value and the total number of b-values used in the experiment. For a given set of the ""true"" diffusion parameters, the uncertainty in the estimated diffusion coefficients has a minimum as a function of maximum b-value and total number of data points. Choosing the MR pulse sequence parameters corresponding to this minimum optimizes the diffusion MR experiment and gives the best possible estimates of the diffusion coefficients. The mathematical approach presented can be generalized for models containing arbitrary numbers of estimated parameters."
17090709,Characterization of benign and malignant solid breast masses: comparison of conventional US and tissue harmonic imaging,"Cha JH, Moon WK, Cho N, Kim SM, Park SH, Han BK, Choe YH, Park JM, Im JG.",Radiology. 2007 Jan;242(1):63-9. doi: 10.1148/radiol.2421050859. Epub 2006 Nov 7.,Cha JH,Radiology,2007,2006/11/09,,,10.1148/radiol.2421050859,"PURPOSE: To prospectively compare the diagnostic performance of radiologists by using conventional ultrasonography (US) and tissue harmonic imaging for the differentiation of benign from malignant solid breast masses, with histologic results used as the reference standard. MATERIALS AND METHODS: The study was approved by the institutional review board, and informed consent was obtained from all patients. Images were obtained with conventional US and tissue harmonic imaging in 88 patients (age range, 25-67 years; mean age, 45 years) with 91 solid breast masses (30 cancers and 61 benign lesions) before excisional or needle biopsy. Three experienced radiologists, who did not perform the examinations, independently analyzed the US findings and provided a level of suspicion to indicate the probability of malignancy. Results were evaluated by using kappa statistics and receiver operating characteristic (ROC) analyses. RESULTS: Regarding the descriptions of US findings, echogenicity (kappa=0.205) was the most discordant between conventional US and tissue harmonic imaging, followed by margin (kappa=0.495), lesion boundary (kappa=0.495), calcifications (kappa=0.537), posterior acoustic transmission (kappa=0.546), echotexture (kappa=0.586), shape (kappa=0.591), and orientation (kappa=0.594). The area under the ROC curve (Az) for conventional US and tissue harmonic imaging was 0.84 and 0.79, respectively, for reader 1; 0.88 and 0.85, respectively, for reader 2; and 0.91 and 0.89, respectively, for reader 3. The overall Az value for the three readers was 0.88 for conventional US and 0.84 for tissue harmonic imaging (95% confidence interval: -0.0950, 0.1646; P=.595). CONCLUSION: The performance of the radiologists with respect to the characterization of solid breast masses as benign or malignant was not significantly improved with tissue harmonic imaging."
